Catalogue,Artist,Title,format,"No of Items","Slip case",Sticker,Package,Booklet,"Vinyl Weight","Vinyl RPMs","Vinyl Colour",mp3,Notes,Manufacturer,"Sticker Manufacturer",ID
KSCOPE873,"THE PINEAPPLE THIEF","ONE THREE SEVEN",2LP,2,0,0,Gatefold,,180,33,Black,0,,OPTIMAL,OPTIMAL,1271
KSCOPE874,GAZPACHO,"MARCH OF GHOSTS",2LP,2,0,0,Gatefold,,180,33,Black,0,,OPTIMAL,,1272
KSCOPE315,"STEVEN WILSON","HAND. CANNOT. ERASE.",CD+DVD,2,0,1,"Media book",24pp,,,,0,,TAKT,TAKT,1273
KSCOPE316,"STEVEN WILSON","HAND. CANNOT. ERASE.",CD,1,0,1,Digipack4,16pp,,,,0,,SP,SP,1274
KSCOPE522,"STEVEN WILSON","HAND. CANNOT. ERASE.",MixBoxSet,4,0,0,"Ear book",Other,,,,0,"Blu-Ray, DVD-V + 2 x CD. 108pp Book + 12pp Diary, 16pp Sketch Book, Birth Cert, Postcard, Mixtape, Letter & Newspaper Cuttings",CSV,,1275
KSCOPE875,"STEVEN WILSON","HAND. CANNOT. ERASE.",2LP,2,0,1,Gatefold,12pp,180,33,Black,0,"MP3 Download",OPTIMAL,OPTIMAL,1276
CHARLYL172,"QUICKSILVER MESSENGER SERVICE","AT THE KABUKI THEATRE",2LP,2,0,1,Gatefold,,180,33,Black,0,,OPTIMAL,OPTIMAL,1277
SMACD1036,W.A.S.P.,"THE BEST OF THE BEST",CD,1,0,1,SleevePac,8pp,,,,0,,"CHINA TRADING","CHINA TRADING",1278
SMALP1036,W.A.S.P.,"THE BEST OF THE BEST",2LP,2,0,1,Gatefold,,180,33,Black,0,,OPTIMAL,OPTIMAL,1279
VILELP369,ISENGARD,VINTERSKUGGE,2LP,2,0,0,Gatefold,,180,33,Black,0,,OPTIMAL,,1280
CHARLYL178,GONG,"THE RADIO GNOME INVISIBLE TRILOGY",3LP,3,0,1,BoxSet,16pp,180,33,Black,0,"3 additional `facsimile` books",OPTIMAL,OPTIMAL,1281
CHARLYL176,"TOWNES VAN ZANDT","THE NASHVILLE SESSIONS",LP,2,0,1,Single,2pp,180,33,Black,0,,OPTIMAL,OPTIMAL,1283
CHARLYL175,"TOWNES VAN ZANDT","THE LATE GREAT TOWNES VAN ZANDT",LP,1,0,1,Gatefold,4pp,180,33,White,0,,OPTIMAL,OPTIMAL,1284
CHARLYJ753,"BOBBY WOMACK","THE PREACHER (FIVE ORIGINAL ALBUMS)",5CD,5,1,1,Clambox,16pp,,,,0,,"CHINA TRADING","CHINA TRADING",1286
KSCOPE864,NO-MAN,"SCHOOLYARD GHOSTS",2LP,2,0,0,Gatefold,,180,33,Black,0,,OPTIMAL,,1287
KSCOPE865,NO-MAN,"TOGETHER WE`RE STRANGER",2LP,2,0,0,Gatefold,,180,33,Black,0,,OPTIMAL,,1288
CHARLYS179,"THE AD LIBS","YOU`LL ALWAYS BE IN STYLE b/w THE BOY FROM NEW YORK",7``,1,0,0,Single,,80,45,Black,0,,OPTIMAL,,1289
CHARLYS180,"THE RUBAIYATS/JOHN WILLIAMS & THE TICK TOCKS","OMAR KHAYYAM/DO ME LIKE YOU DO ME",7``,1,0,0,Single,,80,45,Black,0,,OPTIMAL,,1290
SMABX1029P,"THE PRETTY THINGS","BOX SET DEMONSTRATION SAMPLE",CD,1,0,0,Other,,,,,0,Digisleeve,OPTIMAL,,1292
SMAV1037,"THE PRETTY THINGS","THE PRETTY THINGS EP",7``,1,0,0,Single,,80,45,Black,0,,OPTIMAL,,1293
CHARLYD600,"LEE DORSEY","SOUL MINE - THE GREATEST HITS",2CD,2,0,1,Brilliant,12pp,,,,0,,VDC,VDC,1296
CHARLYF834,"TOWNES VAN ZANDT","THE NASHVILLE SESSIONS",CD,1,0,1,SleevePac,8pp,,,,0,,"CHINA TRADING","CHINA TRADING",1297
KSCOPE523,"STEVEN WILSON","HAND. CANNOT. ERASE.",Blu-ray,1,0,1,Amaray,16pp,,,,0,,OPTIMAL,OPTIMAL,1298
KSCOPE318,"GAVIN HARRISON","CHEATING THE POLYGRAPH",CD+DVD,2,0,1,Digipack6,16pp,,,,0,,TAKT,TAKT,1299
KSCOPE876,"GAVIN HARRISON","CHEATING THE POLYGRAPH",LP,1,0,1,Single,,180,33,Black,0,,OPTIMAL,OPTIMAL,1302
KSCOPE320,NOSOUND,"TEIDE 2390",CD+DVD,2,0,1,"Media book",24pp,,,,0,,TAKT,TAKT,1303
KSCOPE524,KATATONIA,SANCTITUDE,Blu-ray,1,0,1,Amaray,8pp,,,,0,"MP3 download code",OPTIMAL,OPTIMAL,1304
KSCOPE878,KATATONIA,SANCTITUDE,2LP,2,0,1,Gatefold,,180,33,Black,0,"MP3 Download",OPTIMAL,OPTIMAL,1305
KSCOPE322,KATATONIA,SANCTITUDE,CD+DVD,2,0,1,"Media book",24pp,,,,0,,TAKT,TAKT,1306
KSCOPE321,"STEVE JANSEN & RICHARD BARBIERI",LUMEN,CD,1,0,1,Digipack4,,,,,0,,SP,SP,1307
KSCOPE877,"STEVE JANSEN & RICHARD BARBIERI",LUMEN,LP,1,0,0,Single,,180,33,Black,0,,OPTIMAL,OPTIMAL,1308
KSCOPE317,"NORDIC GIANTS","A SEANCE OF DARK DELUSIONS",CD+DVD,2,0,1,SleevePac,12pp,,,,0,,OPTIMAL,OPTIMAL,1309
KSCOPE879,"NORDIC GIANTS","A SEANCE OF DARK DELUSIONS",LP,1,0,1,Gatefold,4pp,180,33,Black,0,"MP3 Download",OPTIMAL,OPTIMAL,1310
KSCOPE323,"THE RECEIVER","ALL BURN",CD,1,0,1,Digipack4,16pp,,,,0,,OPTIMAL,OPTIMAL,1311
KSCOPE880,"THE RECEIVER","ALL BURN",LP,1,0,1,Gatefold,4pp,180,33,Black,0,"MP3 Download",OPTIMAL,OPTIMAL,1312
EBVILE005,DARKTHRONE,"BLACK DEATH AND BEYOND",3CD,3,0,0,"Ear book",Other,,,,0,"72 pages",OPTIMAL,,1316
SMALP1038,"PETER GREEN SPLINTER GROUP","SOHO LIVE - AT RONNIE SCOTT`S",2LP,2,0,1,Gatefold,,180,33,Black,0,,OPTIMAL,OPTIMAL,1319
SMALP977,PENDRAGON,BELIEVE,2LP,2,0,1,Gatefold,,180,33,Black,0,,OPTIMAL,OPTIMAL,1320
SMALP1008,PENDRAGON,"THE WORLD",2LP,2,0,1,Gatefold,,180,33,Black,0,,OPTIMAL,OPTIMAL,1321
SMALP990,PENDRAGON,KOWTOW,2LP,2,0,1,Gatefold,,180,33,Black,0,,OPTIMAL,OPTIMAL,1322
CDVILEF552,NOVEMBRE,URSA,CD,1,0,1,Digipack4,12pp,,,,0,,SP,SP,1323
VILELP552,NOVEMBRE,URSA,2LP,2,0,1,Gatefold,,180,33,Black,0,"MP3 Download",OPTIMAL,OPTIMAL,1324
CDVILEF553,KATATONIA,"THE FALL OF HEARTS",CD+DVD,2,0,1,"Media book",24pp,,,,0,,TAKT,TAKT,1325
VILELP548,KATATONIA,"THE FALL OF HEARTS",2LP,2,0,1,Gatefold,,180,33,Black,0,"MP3 Download",OPTIMAL,OPTIMAL,1326
CDVILEF554,PENTAGRAM,"CURIOUS VOLUME",CD,1,0,1,Digipack4,16pp,,,,0,,OPTIMAL,OPTIMAL,1327
VILELP554,PENTAGRAM,"CURIOUS VOLUME",LP,1,0,1,Single,4pp,180,33,Black,0,"MP3 Download",OPTIMAL,OPTIMAL,1328
SMABX1020,STREETWALKERS,"I`M WALKING - COMPLETE STREETWALKERS 1974-1977",CDBox,10,0,0,BoxSet,Other,,,,0,,CSV,CSV,1329
KSCOPE882,TESSERACT,POLARIS,2LP,2,0,1,Gatefold,4pp,180,33,Black,0,"MP3 Download | D side etching",OPTIMAL,OPTIMAL,1330
KSCOPE883,GAZPACHO,MOLOK,LP,1,0,1,Single,4pp,180,33,Black,0,"MP3 Download",OPTIMAL,OPTIMAL,1331
KSCOPE884,ANATHEMA,"A SORT OF HOMECOMING",3LP,2,0,1,Gatefold,4pp,180,33,Black,0,"MP3 Download",OPTIMAL,OPTIMAL,1332
KSCOPE885,NOSOUND,SCINTILLA,2LP,2,0,1,Gatefold,4pp,180,45,Black,0,"MP3 Download | Cut @ 45rpm",OPTIMAL,OPTIMAL,1333
KSCOPE525,ANATHEMA,"A SORT OF HOMECOMING",MixBoxSet,4,0,1,"Media book",40pp,,,,0,,TAKT,TAKT,1334
KSCOPE527,ANATHEMA,"A SORT OF HOMECOMING",Blu-ray,1,0,1,Amaray,12pp,,,,0,,OPTIMAL,OPTIMAL,1335
KSCOPE330,ANATHEMA,"A SORT OF HOMECOMING",2CD+DVD,2,0,1,"Media book",24pp,,,,0,,TAKT,TAKT,1337
KSCOPE329,GAZPACHO,MOLOK,CD,1,0,1,Digipack4,24pp,,,,0,,SP,TAKT,1338
KSCOPE327,NOSOUND,SCINTILLA,CD+Blu-ray,2,0,1,"Media book",24pp,,,,0,,TAKT,OPTIMAL,1339
KSCOPE325,TESSERACT,POLARIS,CD,1,0,1,Digipack4,12pp,,,,0,,SP,SP,1341
CHARLYS185,"SMALL FACES","AFTERGLOW OF YOUR LOVE",7``,1,0,1,Single,,80,45,Black,0,,OPTIMAL,OPTIMAL,1342
SMALP1039,"OZRIC TENTACLES",ERPSONGS,2LP,2,0,1,"Wide Spine",,180,33,Black,0,,OPTIMAL,OPTIMAL,1343
SMALP1040,"OZRIC TENTACLES","TANTRIC OBSTACLES",2LP,2,0,1,"Wide Spine",,180,33,Black,0,,OPTIMAL,OPTIMAL,1344
SMALP1042,"OZRIC TENTACLES","THERE IS NOTHING",2LP,2,0,1,"Wide Spine",,180,33,Black,0,,OPTIMAL,OPTIMAL,1345
SMALP1041,"OZRIC TENTACLES","LIVE ETHEREAL CEREAL",2LP,2,0,1,"Wide Spine",,180,33,Black,0,,OPTIMAL,OPTIMAL,1346
SMALP1043,"OZRIC TENTACLES","SLIDING GLIDING WORLDS",2LP,2,0,1,"Wide Spine",,180,33,Black,0,,OPTIMAL,OPTIMAL,1347
SMALP1044,"OZRIC TENTACLES","THE BITS BETWEEN THE BITS",2LP,2,0,1,"Wide Spine",,180,33,Black,0,,OPTIMAL,OPTIMAL,1348
SMALP950,"LOVE WITH ARTHUR LEE","THE FOREVER CHANGES CONCERT",2LP,2,0,1,Gatefold,2pp,180,33,Black,0,,OPTIMAL,OPTIMAL,1350
CHARLYX686,"JAZZ ON A SUMMER`S DAY","JAZZ ON A SUMMER`S DAY O.S.T.",CD+DVD,2,0,1,"Media book",24pp,,,,0,,TAKT,TAKT,1358
CHARLYD595,"CLUB SOUL","VOLUME 1 - THE SCENE CLUB",CD,1,0,0,Digipack4,24pp,,,,0,,SP,,1359
CHARLYD596,"CLUB SOUL","VOLUME 2 - THE TWISTED WHEEL",CD,1,0,0,Digipack4,24pp,,,,0,,SP,,1360
CHARLYE178,GONG,"THE RADIO GNOME INVISIBLE TRILOGY",4CD,4,0,0,"Ear book",Other,,,,0,"60pp Book",OPTIMAL,OPTIMAL,1361
KSCOPE331,"SWEET BILLY PILGRIM","MOTORCADE AMNESIACS",2CD,2,0,1,"Media book",24pp,,,,0,,TAKT,TAKT,1363
KSCOPE886,"SWEET BILLY PILGRIM","MOTORCADE AMNESIACS",2LP,2,0,1,Gatefold,4pp,180,33,Black,0,"MP3 Download | D side etching",OPTIMAL,OPTIMAL,1364
KSCOPE887,"LUNATIC SOUL","LUNATIC SOUL",2LP,2,0,1,Gatefold,,180,33,Black,0,,OPTIMAL,OPTIMAL,1365
CHARLYL196,"TOWNES VAN ZANDT","FLYIN` SHOES",LP,1,0,1,Single,4pp,180,33,Cyan,0,,OPTIMAL,OPTIMAL,1367
KSCOPE888,GAZPACHO,"MISSA ATROPOS",2LP,2,0,1,Gatefold,,180,33,Black,0,,OPTIMAL,OPTIMAL,1368
KSCOPE889,GAZPACHO,NIGHT,2LP,2,0,1,Gatefold,,180,33,Black,0,,OPTIMAL,OPTIMAL,1369
KSCOPE890,GAZPACHO,"WHEN EARTH LETS GO",2LP,2,0,1,Gatefold,,180,33,Black,0,,OPTIMAL,OPTIMAL,1370
KSCOPE891,GAZPACHO,BRAVO,2LP,2,0,1,Gatefold,,180,33,Black,0,"D-side eteching",OPTIMAL,OPTIMAL,1372
KSCOPE332,"NORTH ATLANTIC OSCILLATION","GLARE EP",CD,1,0,0,Single,,,,,0,,OPTIMAL,,1374
SMALP1032,"CARL PERKINS & FRIENDS","BLUE SUEDE SHOES - A ROCKABILLY SESSION",10``x2,2,0,1,Gatefold,2pp,180,33,Black,0,,OPTIMAL,OPTIMAL,1375
KSCOPE896,GAZPACHO,FIREBIRD,2LP,2,0,1,Gatefold,,180,33,Black,0,"D side Etching",OPTIMAL,OPTIMAL,1376
KSCOPE334,"PORCUPINE TREE",ANESTHETIZE,2CD+DVD,2,0,1,"Media book",24pp,,,,0,,TAKT,TAKT,1377
CHARLYF835,"TOWNES VAN ZANDT","THE LATE GREAT TOWNES VAN ZANDT",CD,1,0,1,SleevePac,8pp,,,,0,,"CHINA TRADING","CHINA TRADING",1378
KSCOPE897,"CRIPPLED BLACK PHOENIX","I, VIGILANTE",2LP,2,0,1,Gatefold,,180,33,Black,0,"D side Etching",OPTIMAL,OPTIMAL,1379
KSCOPE528,"PORCUPINE TREE",ANESTHETIZE,Blu-ray,1,0,1,Amaray,8pp,,,,0,,TAKT,TAKT,1381
CHARLYJ753P,"BOBBY WOMACK","THE PREACHER (FIVE ORIGINAL ALBUMS)",CD,1,0,0,Other,,,,,0,"Promo CD in Wallet",SP,,1382
SMACD1032,"CARL PERKINS & FRIENDS","BLUE SUEDE SHOES - A ROCKABILLY SESSION",CD+DVD,2,0,1,"Media book",12pp,,,,0,,"CHINA TRADING","CHINA TRADING",1383
KSCOPE898,"DALIS CAR",INGLADALONENESS,12``,1,0,1,Single,,180,45,Black,0,"Printed Inner Bag",OPTIMAL,OPTIMAL,1384
CDVILED563,ANATHEMA,"RESONANCE 1 & 2",2CD,2,0,1,Brilliant,4pp,,,,0,,SP,SP,1385
KSCOPE894,"PORCUPINE TREE","THE DELERIUM YEARS 1994 - 1997",LPBox,8,0,0,BoxSet,40pp,180,33,Black,0,"A-D Sky Moves Sideways E-H Signify I-N Coma Divine O-P Additional Material 1994 - 1997",OPTIMAL,,1386
KSCOPE900,"MICK KARN","EACH EYE A PATH",LP,1,0,1,Single,,180,33,Black,0,"Printed Inner Bag",OPTIMAL,OPTIMAL,1390
KSCOPE901,"CRIPPLED BLACK PHOENIX","A LOVE OF SHARED DISASTERS",2LP,2,0,1,Gatefold,,180,33,Black,0,,OPTIMAL,OPTIMAL,1391
KSCOPE902,"MICK KARN","THREE PART SPECIES",2LP,2,0,1,Gatefold,,180,33,Black,0,,OPTIMAL,OPTIMAL,1392
CDVILED564,DARKTHRONE,"CIRCLE THE WAGONS",CD,1,0,1,Jewel,12pp,,,,0,OBI,VDC,,1393
KSCOPE903,"MICK KARN","MORE BETTER DIFFERENT",LP,1,0,1,Single,,180,33,Black,0,,OPTIMAL,OPTIMAL,1394
EBVILE007,"MY DYING BRIDE","FEEL THE MISERY",MixBoxSet,4,0,0,"Ear book",40pp,100,33,Black,0,"2 x CD + 2 x 10inch",OPTIMAL,,1395
KSCOPE324,TESSERACT,POLARIS,CD+DVD,2,0,1,"Media book",24pp,,,,0,"DVD-V = 5.1 MIX",TAKT,TAKT,1396
SMACD1046,"JANE GETTER PREMONITION",ON,CD,1,0,1,Digipack4,16pp,,,,0,,SP,SP,1397
SMALP1046,"JANE GETTER PREMONITION",ON,LP,1,0,1,Single,,180,33,Black,0,,OPTIMAL,OPTIMAL,1398
KSCOPE337,ANATHEMA,"DISTANT SATELLITES (TOUR EDITION)",2CD,2,1,1,Jewel,16pp,,,,0,"Jewel Case + Slimline Jewel in Slipcase",SP,SP,1399
CHARLYL197,"13TH FLOOR ELEVATORS","EASTER EVERYWHERE",LP,1,0,1,Single,,180,33,Gold,0,,CSV,CSV,1400
KSCOPE904,"STEVEN WILSON",TRANSIENCE,2LP,2,0,1,Gatefold,,180,33,Black,0,"D side etching - wav download code",OPTIMAL,OPTIMAL,1401
KSCOPE338,"STEVE JANSEN & RICHARD BARBIERI","STONE TO FLESH",CD,1,0,1,Digipack4,,,,,0,,SP,SP,1402
SDPCD666,W.A.S.P.,"THE BEST OF THE BEST",CD,1,0,0,Jewel,4pp,,,,0,,OPTIMAL,,1403
DVDVILE20,PENTAGRAM,"LAST DAYS HERE",DVD-V,1,0,1,Digipack4,,,,,0,,SP,SP,1404
CHARLYL198,"TOWNES VAN ZANDT","TEXAS RAIN",2LP,2,0,1,Gatefold,4pp,180,33,Black,0,,OPTIMAL,OPTIMAL,1405
VILELP558,OPETH,"THE ROUNDHOUSE TAPES",3LP,3,0,1,Gatefold,,140,33,Black,0,,OPTIMAL,OPTIMAL,1406
KSCOPE912,"MICK KARN","THE CONCRETE TWIN",LP,1,0,1,Single,,180,33,Black,0,,OPTIMAL,OPTIMAL,1407
KSCOPE913,"PAUL DRAPER","SPOOKY ACTION",2LP,2,0,1,Gatefold,,180,33,Black,1,,OPTIMAL,OPTIMAL,1408
VILEMC554,PENTAGRAM,"CURIOUS VOLUME",Cassette,1,0,0,Single,,,,,0,"Plastic case - Inlay with 2 flaps",Fairview,,1410
VILELP559,AUTOPSY,"SKULL GRINDER",12``,1,0,1,Single,,180,33,Black,0,"MP3 Download",OPTIMAL,OPTIMAL,1411
CDVILEF559,AUTOPSY,"SKULL GRINDER",CD,1,0,1,Digipack4,,,,,0,,VDC,VDC,1412
VILEMC38,PENTAGRAM,RELENTLESS,Cassette,1,0,0,Single,,,,,0,"Plastic case - Inlay with 3 flaps",Fairview,,1413
CHARLYF838,"TOWNES VAN ZANDT","TEXAS RAIN",CD,1,0,1,SleevePac,12pp,,,,0,,"CHINA TRADING","CHINA TRADING",1414
CHARLYF836,"TOWNES VAN ZANDT","FLYIN` SHOES",CD,1,0,1,SleevePac,12pp,,,,0,,"CHINA TRADING","CHINA TRADING",1416
KSCOPE342,"PORCUPINE TREE",RECORDINGS,CD,1,0,1,Digipack4,12pp,,,,0,,SP,SP,1417
KSCOPE343,"PORCUPINE TREE","STUPID DREAM",CD,1,0,1,SleevePac,16pp,,,,0,,"CHINA TRADING","CHINA TRADING",1418
VILELP570,MAYHEM,"LIVE IN LEIPZIG",LP,1,0,1,Single,8pp,180,33,Purple,0,,OPTIMAL,OPTIMAL,1419
CDVILEF558,OPETH,"THE ROUNDHOUSE TAPES",2CD+DVD,3,0,1,"Media book",24pp,,,,0,,TAKT,TAKT,1420
EBVILE008,AUTOPSY,"AFTER THE CUTTING",4CD,1,0,0,"Ear book",Other,,,,0,"92 Page Book",OPTIMAL,OPTIMAL,1421
VILELP571,DODHEIMSGARD,"KRONET TIL KONGE",LP,1,0,0,Single,,180,33,Black,0,,OPTIMAL,,1422
KSCOPE341,"BRUCE SOORD (The Pineapple Thief)","BRUCE SOORD",CD,1,0,1,Digipack4,8pp,,,,0,,SP,SP,1423
KSCOPE915,"BRUCE SOORD (The Pineapple Thief)","BRUCE SOORD",LP,1,0,1,Single,4pp,180,33,Black,0,"MP3 Download",OPTIMAL,OPTIMAL,1424
KSCOPE916,"CRIPPLED BLACK PHOENIX","THE RESURRECTIONISTS",2LP,2,0,1,"Wide Spine",,140,33,Black,0,,OPTIMAL,OPTIMAL,1425
SMACDX1047,W.A.S.P.,"THE CRIMSON IDOL",CD,1,0,1,Digipack4,12pp,,,,0,,SP,SP,1426
CDVILED539,AKERCOCKE,"THE GOAT OF MENDES",CD,1,0,1,Digipack4,16pp,,,,0,,SP,SP,1427
VILEMC22,DARKTHRONE,"SOULSIDE JOURNEY",Cassette,1,0,0,Single,,,,,0,"Plastic case - Inlay with 2 flaps",Fairview,,1428
CDVILEDX570,MAYHEM,"LIVE IN LEIPZIG",2CD,2,0,1,Digipack6,24pp,,,,0,,SP,SP,1429
KSCOPE345,"THE ANCHORESS","CONFESSIONS OF A ROMANCE NOVELIST",CD,1,0,1,SleevePac,24pp,,,,0,,OPTIMAL,OPTIMAL,1430
SMABX1020P,STREETWALKERS,"I`M WALKING - COMPLETE STREETWALKERS 1974-1977 PROMO CD",CD,1,0,0,Single,,,,,0,,OPTIMAL,,1431
CDVILEDX571,DODHEIMSGARD,"KRONET TIL KONGE",2CD,2,0,1,Digipack6,12pp,,,,0,,SP,SP,1432
CHARLYE178P,GONG,"THE RADIO GNOME INVISIBLE TRILOGY SAMPLER",CD,1,0,0,Single,,,,,0,,OPTIMAL,,1433
KSCOPE347,"STEVEN WILSON","4 1/2",CD,1,0,1,Digipack4,8pp,,,,0,"Die-Cut Slipcase",OPTIMAL,OPTIMAL,1434
KSCOPE917,"STEVEN WILSON","4 1/2",LP,1,0,1,Single,,180,33,Black,0,"FLAC & MP3 Download Code",OPTIMAL,OPTIMAL,1435
KSCOPE529,"STEVEN WILSON","4 1/2",Blu-ray,1,0,1,Amaray,8pp,,,,0,"FLAC & MP3 Download Code",OPTIMAL,OPTIMAL,1436
KSCOPE349,"WILSON HOILE GLOVER",INDEX,Other/T-shirt,1,0,0,Other,Other,,,,0,,SP,,1437
KSCOPE918,"SE DELAN",DRIFTER,LP,1,0,1,Single,,180,33,Black,0,"MP3 Download",OPTIMAL,OPTIMAL,1438
KSCOPE351,"SE DELAN",DRIFTER,CD,1,0,1,Digipack4,16pp,,,,0,,SP,SP,1439
VILELP508,BLOODBATH,"BLOODBATH OVER BLOODSTOCK",2LP,2,0,1,Gatefold,,180,33,Black,0,,OPTIMAL,OPTIMAL,1440
VILELP241,BLOODBATH,"THE WACKEN CARNAGE",2LP,1,0,1,Gatefold,,180,33,Black,0,,OPTIMAL,OPTIMAL,1441
CDVILEF569,SIKTH,OPACITIES,CD,1,0,1,Digipack4,8pp,,,,0,,SP,SP,1443
KSCOPE919,IAMTHEMORNING,LIGHTHOUSE,LP,1,0,1,Single,,180,33,Black,0,"MP3 Download",OPTIMAL,OPTIMAL,1446
KSCOPE352,IAMTHEMORNING,LIGHTHOUSE,CD,1,0,1,Digipack4,16pp,,,,0,,SP,SP,1447
KSCOPE920,"THE ANCHORESS","CONFESSIONS OF A ROMANCE NOVELIST",2LP,2,0,1,Gatefold,,180,33,Black,0,"MP3 Download",OPTIMAL,OPTIMAL,1450
KSCOPE340,"PAUL DRAPER","SPOOKY ACTION",CD,1,0,1,Digipack4,16pp,,,,0,,SP,SP,1451
KSCOPE530,"PAUL DRAPER","SPOOKY ACTION",MixBoxSet,4,0,1,"Ear book",Outer,,,,0,"48 pages",OPTIMAL,OPTIMAL,1452
KSCOPE353,"THE PINEAPPLE THIEF","YOUR WILDERNESS",2CD+DVD,3,0,1,"Ear book",Other,,,,0,"48 pages",OPTIMAL,OPTIMAL,1453
KSCOPE921,"THE PINEAPPLE THIEF","YOUR WILDERNESS",LP,2,0,1,Single,8pp,180,33,Black,0,"MP3 Download",OPTIMAL,OPTIMAL,1455
KSCOPE356,ANATHEMA,"THE OPTIMIST",CD,2,0,1,Digipack4,16pp,,,,0,,SP,SP,1458
KSCOPE922,ANATHEMA,"THE OPTIMIST",2LP,2,0,1,Gatefold,,180,33,Black,0,"MP3 Download",OPTIMAL,OPTIMAL,1460
KSCOPE923,"LUNATIC SOUL",FRACTURED,2LP,2,0,1,Gatefold,,180,33,Black,1,,OPTIMAL,OPTIMAL,1461
KSCOPE358,"LUNATIC SOUL",FRACTURED,CD,1,0,1,Digipack4,12pp,,,,0,,SP,SP,1462
KSCOPE531,ANATHEMA,"THE OPTIMIST",MixBoxSet,4,0,1,"Ear book",40pp,,,,0,"2CD + DVD + Blu-ray",OPTIMAL,OPTIMAL,1463
KSCOPE532,ANATHEMA,"THE OPTIMIST",Blu-ray,1,0,1,Amaray,12pp,,,,0,,OPTIMAL,OPTIMAL,1464
VILELP568,DARKTHRONE,"ARCTIC THUNDER",LP,1,0,0,Single,,180,33,Black,0,"MP3 Download",OPTIMAL,OPTIMAL,1466
CDVILEF568,DARKTHRONE,"ARCTIC THUNDER",CD,1,0,1,Jewel,12pp,,,,0,,OPTIMAL,OPTIMAL,1467
EBVILE009,CANDLEMASS,"BEHIND THE WALL OF DOOM",MixBoxSet,4,0,1,"Ear book",,,,,0,"92 Pages",OPTIMAL,OPTIMAL,1468
EBVILE015,KATATONIA,"THE GREAT COLD DISTANCE (10th Anniversary Edition)",MixBoxSet,4,0,1,"Ear book",40pp,,,,0,"3CD + DVD-A/V",OPTIMAL,OPTIMAL,1471
SMACD1049,GONG,"REJOICE! I`M DEAD!",CD,1,0,1,Digipack4,16pp,,,,0,,SP,SP,1472
SMALP1049,GONG,"REJOICE! I`M DEAD!",2LP,2,0,0,Gatefold,4pp,,,,0,"MP3 Download",OPTIMAL,OPTIMAL,1473
KSCOPE350,BLACKFIELD,"BLACKFIELD V",CD+Blu-ray,2,0,0,"Media book",36pp,,,,0,"DVD Size Media Book",TAKT,TAKT,1475
KSCOPE360,BLACKFIELD,"BLACKFIELD V",CD,1,0,0,Digipack4,16pp,,,,0,,SP,SP,1476
KSCOPE924,BLACKFIELD,"BLACKFIELD V",2LP,2,0,0,Gatefold,4pp,180,33,Black,0,"MP3 Download | Cut @ 45rpm",OPTIMAL,OPTIMAL,1477
VILELP569,SIKTH,OPACITIES,LP,1,0,0,Single,4pp,180,33,Black,0,"MP3 Download",OPTIMAL,OPTIMAL,1478
SMABX1045,"STEVE HILLAGE","SEARCHING FOR THE SPARK",CD,22,0,0,BoxSet,Other,,,,0,"22 CDs in Digisleeves | 188pp Hardback Book | 60pp Image Book | 2 x Lyric Books | 3 x Posters | Enamel Badge | Signed Certificate | Plectrum  ",CSV,CSV,1479
KSCOPE893,"PORCUPINE TREE","THE DELERIUM YEARS 1991 - 1993",LPBox,9,0,1,BoxSet,Other,180,33,Black,0,"9 LPs - 40 page book",OPTIMAL,OPTIMAL,1480
SROLLCD848X,"COMPLETE ROCK `N` ROLL","JUKEBOX ORIGINALS",CDBox,10,0,1,Clambox,16pp,,,,0,"10 CDs","CHINA TRADING","CHINA TRADING",1481
CDVILEF548,KATATONIA,"THE FALL OF HEARTS",CD,1,0,0,Digipack4,16pp,,,,0,,SP,SP,1482
EBVILE010,KATATONIA,"THE FALL OF HEARTS",MixBoxSet,4,0,0,"Ear book",40pp,100,33,Black,0,"MP3 Download (15 tracks)",OPTIMAL,OPTIMAL,1483
KSCOPE925,ULVER,"WARS OF THE ROSES",LP,1,0,1,Single,4pp,180,,White,0,,CSV,CSV,1484
CHARLYD601,"ALLEN TOUSSAINT","EVERYTHING I DO GONH BE FUNKY",2CD,2,0,1,Brilliant,12pp,,,,0,,SP,SP,1485
VILELP600,"CRADLE OF FILTH","BITTER SUITES TO SUCCUBI",LP,1,0,1,Single,,180,33,Orange,0,,OPTIMAL,OPTIMAL,1486
VILELP601,"CRADLE OF FILTH","ELEVEN BURIAL MASSES",2LP,2,0,1,Gatefold,,180,33,Black,0,,OPTIMAL,OPTIMAL,1487
VILELP602,"CRADLE OF FILTH","EVERMORE DARKLY",LP,1,0,1,Single,,140,33,Black,0,,CSV,OPTIMAL,1488
CHARLYS199,FUNKADELIC,"ONE NATION UNDER A GROOVE",12``,1,0,1,Single,,180,33,"Clear Red",0,,CSV,CSV,1495
CHARLYS202,"ALLEN TOUSSAINT","WHIPPED CREAM & OTHER DELIGHTS",7``,1,0,1,Single,,40,45,White,0,,CSV,CSV,1496
CEL20171,"TIME ZONE featuring JOHN LYDON & AFRIKA BAMBAATAA","WORLD DESTRUCTION",12``,1,0,1,Single,,180,45,White,0,,OPTIMAL,OPTIMAL,1497
